position,gene,element
163,AT5G12870,no
164,AT5G12870,no
165,AT5G12870,no
166,AT5G12870,no
167,AT5G12870,no
168,AT5G12870,no
169,AT5G12870,no
170,AT5G12870,no
171,AT5G12870,no
172,AT5G12870,no
173,AT5G12870,no
174,AT5G12870,no
175,AT5G12870,no
176,AT5G12870,no
177,AT5G12870,no
178,AT5G12870,no
179,AT5G12870,no
180,AT5G12870,no
181,AT5G12870,no
182,AT5G12870,no
183,AT5G12870,no
184,AT5G12870,no
185,AT5G12870,no
186,AT5G12870,no
187,AT5G12870,no
188,AT5G12870,no
189,AT5G12870,no
190,AT5G12870,no
191,AT5G12870,no
192,AT5G12870,no
193,AT5G12870,no
194,AT5G12870,no
195,AT5G12870,no
196,AT5G12870,no
197,AT5G12870,no
198,AT5G12870,no
199,AT5G12870,no
200,AT5G12870,no
201,AT5G12870,no
202,AT5G12870,no
203,AT5G12870,no
204,AT5G12870,no
205,AT5G12870,no
206,AT5G12870,no
207,AT5G12870,no
208,AT5G12870,no
209,AT5G12870,no
210,AT5G12870,no
211,AT5G12870,no
212,AT5G12870,no
213,AT5G12870,no
214,AT5G12870,yes
215,AT5G12870,yes
216,AT5G12870,yes
217,AT5G12870,yes
218,AT5G12870,yes
219,AT5G12870,yes
220,AT5G12870,yes
221,AT5G12870,yes
222,AT5G12870,yes
223,AT5G12870,yes
224,AT5G12870,yes
225,AT5G12870,yes
226,AT5G12870,no
227,AT5G12870,no
228,AT5G12870,no
229,AT5G12870,no
230,AT5G12870,no
231,AT5G12870,no
232,AT5G12870,no
233,AT5G12870,no
234,AT5G12870,no
235,AT5G12870,no
236,AT5G12870,no
237,AT5G12870,no
238,AT5G12870,no
239,AT5G12870,no
240,AT5G12870,no
241,AT5G12870,no
242,AT5G12870,no
243,AT5G12870,no
244,AT5G12870,no
245,AT5G12870,no
246,AT5G12870,no
247,AT5G12870,no
248,AT5G12870,no
249,AT5G12870,no
250,AT5G12870,no
251,AT5G12870,no
252,AT5G12870,no
253,AT5G12870,no
254,AT5G12870,no
255,AT5G12870,no
256,AT5G12870,no
257,AT5G12870,no
258,AT5G12870,no
259,AT5G12870,no
260,AT5G12870,no
261,AT5G12870,no
262,AT5G12870,no
263,AT5G12870,no
264,AT5G12870,no
265,AT5G12870,no
266,AT5G12870,no
267,AT5G12870,no
268,AT5G12870,no
269,AT5G12870,no
270,AT5G12870,no
271,AT5G12870,no
272,AT5G12870,no
273,AT5G12870,no
274,AT5G12870,no
275,AT5G12870,no
276,AT5G12870,no
277,AT5G12870,no
278,AT5G12870,no
279,AT5G12870,no
280,AT5G12870,no
281,AT5G12870,no
282,AT5G12870,no
283,AT5G12870,no
284,AT5G12870,no
285,AT5G12870,no
286,AT5G12870,no
287,AT5G12870,no
288,AT5G12870,no
289,AT5G12870,no
290,AT5G12870,no
291,AT5G12870,no
292,AT5G12870,no
293,AT5G12870,no
294,AT5G12870,no
295,AT5G12870,no
296,AT5G12870,no
297,AT5G12870,no
298,AT5G12870,no
299,AT5G12870,no
300,AT5G12870,no
301,AT5G12870,no
302,AT5G12870,no
303,AT5G12870,no
304,AT5G12870,no
305,AT5G12870,no
306,AT5G12870,no
307,AT5G12870,no
308,AT5G12870,no
309,AT5G12870,no
310,AT5G12870,no
311,AT5G12870,no
312,AT5G12870,no
313,AT5G12870,no
314,AT5G12870,no
315,AT5G12870,no
316,AT5G12870,no
317,AT5G12870,no
318,AT5G12870,no
319,AT5G12870,no
320,AT5G12870,no
321,AT5G12870,no
322,AT5G12870,no
323,AT5G12870,no
324,AT5G12870,no
325,AT5G12870,no
326,AT5G12870,no
327,AT5G12870,no
328,AT5G12870,no
329,AT5G12870,no
330,AT5G12870,no
331,AT5G12870,no
332,AT5G12870,no
333,AT5G12870,no
334,AT5G12870,no
335,AT5G12870,no
336,AT5G12870,no
337,AT5G12870,no
338,AT5G12870,no
339,AT5G12870,no
340,AT5G12870,no
341,AT5G12870,no
342,AT5G12870,no
343,AT5G12870,no
344,AT5G12870,no
345,AT5G12870,no
346,AT5G12870,no
347,AT5G12870,no
348,AT5G12870,no
349,AT5G12870,no
350,AT5G12870,no
351,AT5G12870,no
352,AT5G12870,no
353,AT5G12870,no
354,AT5G12870,no
355,AT5G12870,no
356,AT5G12870,no
357,AT5G12870,no
358,AT5G12870,no
359,AT5G12870,no
360,AT5G12870,no
361,AT5G12870,no
362,AT5G12870,no
363,AT5G12870,no
364,AT5G12870,no
365,AT5G12870,no
366,AT5G12870,no
367,AT5G12870,no
368,AT5G12870,no
369,AT5G12870,no
370,AT5G12870,no
371,AT5G12870,no
372,AT5G12870,no
373,AT5G12870,no
374,AT5G12870,no
375,AT5G12870,no
376,AT5G12870,no
377,AT5G12870,no
378,AT5G12870,no
379,AT5G12870,no
380,AT5G12870,no
381,AT5G12870,no
382,AT5G12870,no
383,AT5G12870,no
384,AT5G12870,no
385,AT5G12870,no
386,AT5G12870,no
387,AT5G12870,no
388,AT5G12870,no
389,AT5G12870,no
390,AT5G12870,no
391,AT5G12870,no
392,AT5G12870,no
393,AT5G12870,no
394,AT5G12870,no
395,AT5G12870,no
396,AT5G12870,no
397,AT5G12870,no
398,AT5G12870,no
399,AT5G12870,no
400,AT5G12870,no
401,AT5G12870,no
402,AT5G12870,no
403,AT5G12870,no
404,AT5G12870,no
405,AT5G12870,no
406,AT5G12870,no
407,AT5G12870,no
408,AT5G12870,no
409,AT5G12870,no
410,AT5G12870,no
411,AT5G12870,no
412,AT5G12870,no
413,AT5G12870,no
414,AT5G12870,no
415,AT5G12870,no
416,AT5G12870,no
417,AT5G12870,no
418,AT5G12870,no
419,AT5G12870,no
420,AT5G12870,no
421,AT5G12870,no
422,AT5G12870,no
423,AT5G12870,no
424,AT5G12870,no
425,AT5G12870,no
426,AT5G12870,no
427,AT5G12870,no
428,AT5G12870,no
429,AT5G12870,no
430,AT5G12870,no
431,AT5G12870,no
432,AT5G12870,no
433,AT5G12870,no
434,AT5G12870,no
435,AT5G12870,no
436,AT5G12870,no
437,AT5G12870,no
438,AT5G12870,no
439,AT5G12870,no
440,AT5G12870,no
441,AT5G12870,no
442,AT5G12870,no
443,AT5G12870,no
444,AT5G12870,no
445,AT5G12870,no
446,AT5G12870,no
447,AT5G12870,no
448,AT5G12870,no
449,AT5G12870,no
450,AT5G12870,no
451,AT5G12870,no
452,AT5G12870,no
453,AT5G12870,no
454,AT5G12870,no
455,AT5G12870,no
456,AT5G12870,no
457,AT5G12870,no
458,AT5G12870,no
459,AT5G12870,no
460,AT5G12870,no
461,AT5G12870,no
462,AT5G12870,no
463,AT5G12870,no
464,AT5G12870,no
465,AT5G12870,no
466,AT5G12870,no
467,AT5G12870,no
468,AT5G12870,no
469,AT5G12870,no
470,AT5G12870,no
471,AT5G12870,no
472,AT5G12870,no
473,AT5G12870,no
474,AT5G12870,no
475,AT5G12870,no
476,AT5G12870,no
477,AT5G12870,no
478,AT5G12870,no
479,AT5G12870,no
480,AT5G12870,no
481,AT5G12870,no
482,AT5G12870,no
483,AT5G12870,no
484,AT5G12870,no
485,AT5G12870,no
486,AT5G12870,no
487,AT5G12870,no
488,AT5G12870,no
489,AT5G12870,no
490,AT5G12870,no
491,AT5G12870,no
492,AT5G12870,no
493,AT5G12870,no
494,AT5G12870,no
495,AT5G12870,no
496,AT5G12870,no
497,AT5G12870,no
498,AT5G12870,no
499,AT5G12870,no
500,AT5G12870,no
501,AT5G12870,no
502,AT5G12870,no
503,AT5G12870,no
504,AT5G12870,no
505,AT5G12870,no
506,AT5G12870,no
507,AT5G12870,no
508,AT5G12870,no
509,AT5G12870,no
510,AT5G12870,no
511,AT5G12870,no
512,AT5G12870,no
513,AT5G12870,no
514,AT5G12870,no
515,AT5G12870,no
516,AT5G12870,no
517,AT5G12870,no
518,AT5G12870,no
519,AT5G12870,no
520,AT5G12870,no
521,AT5G12870,no
522,AT5G12870,no
523,AT5G12870,no
524,AT5G12870,no
525,AT5G12870,no
526,AT5G12870,no
527,AT5G12870,no
528,AT5G12870,no
529,AT5G12870,no
530,AT5G12870,no
531,AT5G12870,no
532,AT5G12870,no
533,AT5G12870,no
534,AT5G12870,no
535,AT5G12870,no
536,AT5G12870,no
537,AT5G12870,no
538,AT5G12870,no
539,AT5G12870,no
540,AT5G12870,no
541,AT5G12870,no
542,AT5G12870,no
543,AT5G12870,no
544,AT5G12870,no
545,AT5G12870,no
546,AT5G12870,no
547,AT5G12870,no
548,AT5G12870,no
549,AT5G12870,no
550,AT5G12870,no
551,AT5G12870,no
552,AT5G12870,no
553,AT5G12870,no
554,AT5G12870,no
555,AT5G12870,no
556,AT5G12870,no
557,AT5G12870,no
558,AT5G12870,no
559,AT5G12870,no
560,AT5G12870,no
561,AT5G12870,no
562,AT5G12870,no
563,AT5G12870,no
564,AT5G12870,no
565,AT5G12870,no
566,AT5G12870,no
567,AT5G12870,no
568,AT5G12870,no
569,AT5G12870,no
570,AT5G12870,no
571,AT5G12870,no
572,AT5G12870,no
573,AT5G12870,no
574,AT5G12870,no
575,AT5G12870,no
576,AT5G12870,no
577,AT5G12870,no
578,AT5G12870,no
579,AT5G12870,no
580,AT5G12870,no
581,AT5G12870,no
582,AT5G12870,no
583,AT5G12870,no
584,AT5G12870,no
585,AT5G12870,no
586,AT5G12870,no
587,AT5G12870,no
588,AT5G12870,no
589,AT5G12870,no
590,AT5G12870,no
591,AT5G12870,no
592,AT5G12870,no
593,AT5G12870,no
594,AT5G12870,no
595,AT5G12870,no
596,AT5G12870,no
597,AT5G12870,no
598,AT5G12870,no
599,AT5G12870,no
600,AT5G12870,no
601,AT5G12870,no
602,AT5G12870,no
603,AT5G12870,no
604,AT5G12870,no
605,AT5G12870,no
606,AT5G12870,no
607,AT5G12870,no
608,AT5G12870,no
609,AT5G12870,no
610,AT5G12870,no
611,AT5G12870,no
612,AT5G12870,no
613,AT5G12870,no
614,AT5G12870,no
615,AT5G12870,no
616,AT5G12870,no
617,AT5G12870,no
618,AT5G12870,no
619,AT5G12870,no
620,AT5G12870,no
621,AT5G12870,no
622,AT5G12870,no
623,AT5G12870,no
624,AT5G12870,no
625,AT5G12870,no
626,AT5G12870,no
627,AT5G12870,no
628,AT5G12870,no
629,AT5G12870,no
630,AT5G12870,no
631,AT5G12870,no
632,AT5G12870,no
633,AT5G12870,no
634,AT5G12870,no
635,AT5G12870,no
636,AT5G12870,no
637,AT5G12870,no
638,AT5G12870,no
639,AT5G12870,no
640,AT5G12870,no
641,AT5G12870,no
642,AT5G12870,no
643,AT5G12870,no
644,AT5G12870,no
645,AT5G12870,no
646,AT5G12870,no
647,AT5G12870,no
648,AT5G12870,no
649,AT5G12870,no
650,AT5G12870,no
651,AT5G12870,no
652,AT5G12870,no
653,AT5G12870,no
654,AT5G12870,no
655,AT5G12870,no
656,AT5G12870,no
657,AT5G12870,no
658,AT5G12870,no
659,AT5G12870,no
660,AT5G12870,no
661,AT5G12870,no
662,AT5G12870,no
663,AT5G12870,no
664,AT5G12870,no
665,AT5G12870,no
666,AT5G12870,no
667,AT5G12870,no
668,AT5G12870,no
669,AT5G12870,no
670,AT5G12870,no
671,AT5G12870,no
672,AT5G12870,no
673,AT5G12870,no
674,AT5G12870,no
675,AT5G12870,no
676,AT5G12870,no
677,AT5G12870,no
678,AT5G12870,no
679,AT5G12870,no
680,AT5G12870,no
681,AT5G12870,no
682,AT5G12870,no
683,AT5G12870,no
684,AT5G12870,no
685,AT5G12870,no
686,AT5G12870,no
687,AT5G12870,no
688,AT5G12870,no
689,AT5G12870,no
690,AT5G12870,no
691,AT5G12870,no
692,AT5G12870,no
693,AT5G12870,no
694,AT5G12870,no
695,AT5G12870,no
696,AT5G12870,no
697,AT5G12870,no
698,AT5G12870,no
699,AT5G12870,no
700,AT5G12870,no
701,AT5G12870,no
702,AT5G12870,no
703,AT5G12870,no
704,AT5G12870,no
705,AT5G12870,no
706,AT5G12870,no
707,AT5G12870,no
708,AT5G12870,no
709,AT5G12870,no
710,AT5G12870,no
711,AT5G12870,no
712,AT5G12870,no
713,AT5G12870,no
714,AT5G12870,no
715,AT5G12870,no
716,AT5G12870,no
717,AT5G12870,no
718,AT5G12870,no
719,AT5G12870,no
720,AT5G12870,no
721,AT5G12870,no
722,AT5G12870,no
723,AT5G12870,no
724,AT5G12870,no
725,AT5G12870,no
726,AT5G12870,no
727,AT5G12870,no
728,AT5G12870,no
729,AT5G12870,no
730,AT5G12870,no
731,AT5G12870,no
732,AT5G12870,no
733,AT5G12870,no
734,AT5G12870,no
735,AT5G12870,no
736,AT5G12870,no
737,AT5G12870,no
738,AT5G12870,no
739,AT5G12870,no
740,AT5G12870,no
741,AT5G12870,no
742,AT5G12870,no
743,AT5G12870,no
744,AT5G12870,no
745,AT5G12870,no
746,AT5G12870,no
747,AT5G12870,no
748,AT5G12870,no
749,AT5G12870,no
750,AT5G12870,no
751,AT5G12870,no
752,AT5G12870,no
753,AT5G12870,no
754,AT5G12870,no
755,AT5G12870,no
756,AT5G12870,no
757,AT5G12870,no
758,AT5G12870,no
759,AT5G12870,no
760,AT5G12870,no
761,AT5G12870,no
762,AT5G12870,no
763,AT5G12870,no
764,AT5G12870,no
765,AT5G12870,no
766,AT5G12870,no
767,AT5G12870,no
768,AT5G12870,no
769,AT5G12870,no
770,AT5G12870,no
771,AT5G12870,no
772,AT5G12870,no
773,AT5G12870,no
774,AT5G12870,no
775,AT5G12870,no
776,AT5G12870,no
777,AT5G12870,no
778,AT5G12870,no
779,AT5G12870,no
780,AT5G12870,no
781,AT5G12870,no
782,AT5G12870,no
783,AT5G12870,no
784,AT5G12870,no
785,AT5G12870,no
786,AT5G12870,no
787,AT5G12870,no
788,AT5G12870,no
789,AT5G12870,no
790,AT5G12870,no
791,AT5G12870,no
792,AT5G12870,no
793,AT5G12870,no
794,AT5G12870,no
795,AT5G12870,no
796,AT5G12870,no
797,AT5G12870,no
798,AT5G12870,no
799,AT5G12870,no
800,AT5G12870,no
801,AT5G12870,no
802,AT5G12870,no
803,AT5G12870,no
804,AT5G12870,no
805,AT5G12870,no
806,AT5G12870,no
807,AT5G12870,no
808,AT5G12870,no
809,AT5G12870,no
810,AT5G12870,no
811,AT5G12870,no
812,AT5G12870,no
813,AT5G12870,no
814,AT5G12870,no
815,AT5G12870,no
816,AT5G12870,no
817,AT5G12870,no
818,AT5G12870,no
819,AT5G12870,no
820,AT5G12870,no
821,AT5G12870,no
822,AT5G12870,no
823,AT5G12870,no
824,AT5G12870,no
825,AT5G12870,no
826,AT5G12870,no
827,AT5G12870,no
828,AT5G12870,no
829,AT5G12870,no
830,AT5G12870,no
831,AT5G12870,no
832,AT5G12870,no
833,AT5G12870,no
834,AT5G12870,no
835,AT5G12870,no
836,AT5G12870,no
837,AT5G12870,no
838,AT5G12870,no
839,AT5G12870,no
840,AT5G12870,no
841,AT5G12870,no
842,AT5G12870,no
843,AT5G12870,no
844,AT5G12870,no
845,AT5G12870,no
846,AT5G12870,no
847,AT5G12870,no
848,AT5G12870,no
849,AT5G12870,no
850,AT5G12870,no
851,AT5G12870,no
852,AT5G12870,no
853,AT5G12870,no
854,AT5G12870,no
855,AT5G12870,no
856,AT5G12870,no
857,AT5G12870,no
858,AT5G12870,no
859,AT5G12870,no
860,AT5G12870,no
861,AT5G12870,no
862,AT5G12870,no
863,AT5G12870,no
864,AT5G12870,no
865,AT5G12870,no
866,AT5G12870,no
867,AT5G12870,no
868,AT5G12870,no
869,AT5G12870,no
870,AT5G12870,no
871,AT5G12870,no
872,AT5G12870,no
873,AT5G12870,no
874,AT5G12870,no
875,AT5G12870,no
876,AT5G12870,no
877,AT5G12870,no
878,AT5G12870,no
879,AT5G12870,no
880,AT5G12870,no
881,AT5G12870,no
882,AT5G12870,no
883,AT5G12870,no
884,AT5G12870,no
885,AT5G12870,no
886,AT5G12870,no
887,AT5G12870,no
888,AT5G12870,no
889,AT5G12870,no
890,AT5G12870,no
891,AT5G12870,no
892,AT5G12870,no
893,AT5G12870,no
894,AT5G12870,no
895,AT5G12870,no
896,AT5G12870,no
897,AT5G12870,no
898,AT5G12870,no
899,AT5G12870,no
900,AT5G12870,no
901,AT5G12870,no
902,AT5G12870,no
903,AT5G12870,no
904,AT5G12870,no
905,AT5G12870,no
906,AT5G12870,no
907,AT5G12870,no
908,AT5G12870,no
909,AT5G12870,no
910,AT5G12870,no
911,AT5G12870,no
912,AT5G12870,no
913,AT5G12870,no
914,AT5G12870,no
915,AT5G12870,no
916,AT5G12870,no
917,AT5G12870,no
918,AT5G12870,no
919,AT5G12870,no
920,AT5G12870,no
921,AT5G12870,no
922,AT5G12870,no
923,AT5G12870,no
924,AT5G12870,no
925,AT5G12870,no
926,AT5G12870,no
927,AT5G12870,no
928,AT5G12870,no
929,AT5G12870,no
930,AT5G12870,no
931,AT5G12870,no
932,AT5G12870,no
933,AT5G12870,no
934,AT5G12870,no
935,AT5G12870,no
936,AT5G12870,no
937,AT5G12870,no
938,AT5G12870,no
939,AT5G12870,no
940,AT5G12870,no
941,AT5G12870,no
942,AT5G12870,no
943,AT5G12870,no
944,AT5G12870,no
945,AT5G12870,no
946,AT5G12870,no
947,AT5G12870,no
948,AT5G12870,no
949,AT5G12870,no
950,AT5G12870,no
951,AT5G12870,no
952,AT5G12870,no
953,AT5G12870,no
954,AT5G12870,no
955,AT5G12870,no
956,AT5G12870,no
957,AT5G12870,no
958,AT5G12870,no
959,AT5G12870,no
960,AT5G12870,no
961,AT5G12870,no
962,AT5G12870,no
963,AT5G12870,no
964,AT5G12870,no
965,AT5G12870,no
966,AT5G12870,no
967,AT5G12870,no
968,AT5G12870,no
969,AT5G12870,no
970,AT5G12870,no
971,AT5G12870,no
972,AT5G12870,no
973,AT5G12870,no
974,AT5G12870,no
975,AT5G12870,no
976,AT5G12870,no
977,AT5G12870,no
978,AT5G12870,no
979,AT5G12870,no
980,AT5G12870,no
981,AT5G12870,no
982,AT5G12870,no
983,AT5G12870,no
984,AT5G12870,no
985,AT5G12870,no
986,AT5G12870,no
987,AT5G12870,no
988,AT5G12870,no
989,AT5G12870,no
990,AT5G12870,no
991,AT5G12870,no
992,AT5G12870,no
993,AT5G12870,no
994,AT5G12870,no
995,AT5G12870,no
996,AT5G12870,no
997,AT5G12870,no
998,AT5G12870,no
999,AT5G12870,no
1000,AT5G12870,no
1001,AT5G12870,no
1002,AT5G12870,no
1003,AT5G12870,no
1004,AT5G12870,no
1005,AT5G12870,no
1006,AT5G12870,no
1007,AT5G12870,no
1008,AT5G12870,no
1009,AT5G12870,no
1010,AT5G12870,no
1011,AT5G12870,no
1012,AT5G12870,no
1013,AT5G12870,no
1014,AT5G12870,no
1015,AT5G12870,no
1016,AT5G12870,no
1017,AT5G12870,no
1018,AT5G12870,no
1019,AT5G12870,no
1020,AT5G12870,no
1021,AT5G12870,no
1022,AT5G12870,no
1023,AT5G12870,no
1024,AT5G12870,no
1025,AT5G12870,no
1026,AT5G12870,no
1027,AT5G12870,no
1028,AT5G12870,no
1029,AT5G12870,no
1030,AT5G12870,no
1031,AT5G12870,no
1032,AT5G12870,no
1033,AT5G12870,no
1034,AT5G12870,no
1035,AT5G12870,no
1036,AT5G12870,no
1037,AT5G12870,no
1038,AT5G12870,no
1039,AT5G12870,no
1040,AT5G12870,no
1041,AT5G12870,no
1042,AT5G12870,no
1043,AT5G12870,no
1044,AT5G12870,no
1045,AT5G12870,no
1046,AT5G12870,no
1047,AT5G12870,no
1048,AT5G12870,no
1049,AT5G12870,no
1050,AT5G12870,no
1051,AT5G12870,no
1052,AT5G12870,no
1053,AT5G12870,no
1054,AT5G12870,no
1055,AT5G12870,no
1056,AT5G12870,no
1057,AT5G12870,no
1058,AT5G12870,no
1059,AT5G12870,no
1060,AT5G12870,no
1061,AT5G12870,no
1062,AT5G12870,no
1063,AT5G12870,no
1064,AT5G12870,no
1065,AT5G12870,no
1066,AT5G12870,no
1067,AT5G12870,no
1068,AT5G12870,no
1069,AT5G12870,no
1070,AT5G12870,no
1071,AT5G12870,no
1072,AT5G12870,no
1073,AT5G12870,no
1074,AT5G12870,no
1075,AT5G12870,no
1076,AT5G12870,no
1077,AT5G12870,no
1078,AT5G12870,no
1079,AT5G12870,no
1080,AT5G12870,no
1081,AT5G12870,no
1082,AT5G12870,no
1083,AT5G12870,no
1084,AT5G12870,no
1085,AT5G12870,no
1086,AT5G12870,no
1087,AT5G12870,no
1088,AT5G12870,no
1089,AT5G12870,no
1090,AT5G12870,no
1091,AT5G12870,no
1092,AT5G12870,no
1093,AT5G12870,no
1094,AT5G12870,no
1095,AT5G12870,no
1096,AT5G12870,no
1097,AT5G12870,no
1098,AT5G12870,no
1099,AT5G12870,no
1100,AT5G12870,no
1101,AT5G12870,no
1102,AT5G12870,no
1103,AT5G12870,no
1104,AT5G12870,no
1105,AT5G12870,no
1106,AT5G12870,no
1107,AT5G12870,no
1108,AT5G12870,no
1109,AT5G12870,no
1110,AT5G12870,no
1111,AT5G12870,no
1112,AT5G12870,no
1113,AT5G12870,no
1114,AT5G12870,no
1115,AT5G12870,no
1116,AT5G12870,no
1117,AT5G12870,no
1118,AT5G12870,no
1119,AT5G12870,no
1120,AT5G12870,no
1121,AT5G12870,no
1122,AT5G12870,no
1123,AT5G12870,no
1124,AT5G12870,no
1125,AT5G12870,no
1126,AT5G12870,no
1127,AT5G12870,no
1128,AT5G12870,no
1129,AT5G12870,no
1130,AT5G12870,no
1131,AT5G12870,no
1132,AT5G12870,no
1133,AT5G12870,no
1134,AT5G12870,no
1135,AT5G12870,no
1136,AT5G12870,no
1137,AT5G12870,no
1138,AT5G12870,no
1139,AT5G12870,no
1140,AT5G12870,no
1141,AT5G12870,no
1142,AT5G12870,no
1143,AT5G12870,no
1144,AT5G12870,no
1145,AT5G12870,no
1146,AT5G12870,no
1147,AT5G12870,no
1148,AT5G12870,no
1149,AT5G12870,no
1150,AT5G12870,no
1151,AT5G12870,no
1152,AT5G12870,no
1153,AT5G12870,no
1154,AT5G12870,no
1155,AT5G12870,no
1156,AT5G12870,no
1157,AT5G12870,no
1158,AT5G12870,no
1159,AT5G12870,no
1160,AT5G12870,no
1161,AT5G12870,no
1162,AT5G12870,no
1163,AT5G12870,no
1164,AT5G12870,no
1165,AT5G12870,no
1166,AT5G12870,no
1167,AT5G12870,no
1168,AT5G12870,no
1169,AT5G12870,no
1170,AT5G12870,no
1171,AT5G12870,no
1172,AT5G12870,no
1173,AT5G12870,no
1174,AT5G12870,no
1175,AT5G12870,no
1176,AT5G12870,no
1177,AT5G12870,no
1178,AT5G12870,no
1179,AT5G12870,no
1180,AT5G12870,no
1181,AT5G12870,no
1182,AT5G12870,no
1183,AT5G12870,no
1184,AT5G12870,no
1185,AT5G12870,no
1186,AT5G12870,no
1187,AT5G12870,no
1188,AT5G12870,no
1189,AT5G12870,no
1190,AT5G12870,no
1191,AT5G12870,no
1192,AT5G12870,no
1193,AT5G12870,no
1194,AT5G12870,no
1195,AT5G12870,no
1196,AT5G12870,no
1197,AT5G12870,no
1198,AT5G12870,no
1199,AT5G12870,no
1200,AT5G12870,no
1201,AT5G12870,no
1202,AT5G12870,no
1203,AT5G12870,no
1204,AT5G12870,no
1205,AT5G12870,no
1206,AT5G12870,no
1207,AT5G12870,no
1208,AT5G12870,no
1209,AT5G12870,no
1210,AT5G12870,no
1211,AT5G12870,no
1212,AT5G12870,no
1213,AT5G12870,no
1214,AT5G12870,no
1215,AT5G12870,no
1216,AT5G12870,no
1217,AT5G12870,no
1218,AT5G12870,no
1219,AT5G12870,no
1220,AT5G12870,no
1221,AT5G12870,no
1222,AT5G12870,no
1223,AT5G12870,no
1224,AT5G12870,no
1225,AT5G12870,no
1226,AT5G12870,no
1227,AT5G12870,no
1228,AT5G12870,no
1229,AT5G12870,no
1230,AT5G12870,no
1231,AT5G12870,no
1232,AT5G12870,no
1233,AT5G12870,no
1234,AT5G12870,no
1235,AT5G12870,no
1236,AT5G12870,no
1237,AT5G12870,no
1238,AT5G12870,no
1239,AT5G12870,no
1240,AT5G12870,no
1241,AT5G12870,no
1242,AT5G12870,no
1243,AT5G12870,no
1244,AT5G12870,no
1245,AT5G12870,no
1246,AT5G12870,no
1247,AT5G12870,no
1248,AT5G12870,no
1249,AT5G12870,no
1250,AT5G12870,no
1251,AT5G12870,no
1252,AT5G12870,no
1253,AT5G12870,no
1254,AT5G12870,no
1255,AT5G12870,no
1256,AT5G12870,no
1257,AT5G12870,no
1258,AT5G12870,no
1259,AT5G12870,no
1260,AT5G12870,no
1261,AT5G12870,no
1262,AT5G12870,no
1263,AT5G12870,no
1264,AT5G12870,no
1265,AT5G12870,no
1266,AT5G12870,no
1267,AT5G12870,no
1268,AT5G12870,no
1269,AT5G12870,no
1270,AT5G12870,no
1271,AT5G12870,no
1272,AT5G12870,no
1273,AT5G12870,no
1274,AT5G12870,no
1275,AT5G12870,no
1276,AT5G12870,no
1277,AT5G12870,no
1278,AT5G12870,no
1279,AT5G12870,no
1280,AT5G12870,no
1281,AT5G12870,no
1282,AT5G12870,no
1283,AT5G12870,no
1284,AT5G12870,no
1285,AT5G12870,no
1286,AT5G12870,no
1287,AT5G12870,no
1288,AT5G12870,no
1289,AT5G12870,no
1290,AT5G12870,no
1291,AT5G12870,no
1292,AT5G12870,no
1293,AT5G12870,no
1294,AT5G12870,no
1295,AT5G12870,no
1296,AT5G12870,no
1297,AT5G12870,no
1298,AT5G12870,no
1299,AT5G12870,no
1300,AT5G12870,no
1301,AT5G12870,no
1302,AT5G12870,no
1303,AT5G12870,no
1304,AT5G12870,no
1305,AT5G12870,no
1306,AT5G12870,no
1307,AT5G12870,no
1308,AT5G12870,no
1309,AT5G12870,no
1310,AT5G12870,no
1311,AT5G12870,no
1312,AT5G12870,no
1313,AT5G12870,no
1314,AT5G12870,no
1315,AT5G12870,no
1316,AT5G12870,no
1317,AT5G12870,no
1318,AT5G12870,no
1319,AT5G12870,no
1320,AT5G12870,no
1321,AT5G12870,no
1322,AT5G12870,no
1323,AT5G12870,no
1324,AT5G12870,no
1325,AT5G12870,no
1326,AT5G12870,no
1327,AT5G12870,no
1328,AT5G12870,no
1329,AT5G12870,no
1330,AT5G12870,no
1331,AT5G12870,no
1332,AT5G12870,no
1333,AT5G12870,no
1334,AT5G12870,no
1335,AT5G12870,no
1336,AT5G12870,no
1337,AT5G12870,no
1338,AT5G12870,no
1339,AT5G12870,no
1340,AT5G12870,no
1341,AT5G12870,no
1342,AT5G12870,no
1343,AT5G12870,no
1344,AT5G12870,no
1345,AT5G12870,no
1346,AT5G12870,no
1347,AT5G12870,no
1348,AT5G12870,no
1349,AT5G12870,no
1350,AT5G12870,no
1351,AT5G12870,no
1352,AT5G12870,no
1353,AT5G12870,no
1354,AT5G12870,no
1355,AT5G12870,no
1356,AT5G12870,no
1357,AT5G12870,no
1358,AT5G12870,no
1359,AT5G12870,no
1360,AT5G12870,no
1361,AT5G12870,no
1362,AT5G12870,no
1363,AT5G12870,no
1364,AT5G12870,no
1365,AT5G12870,no
1366,AT5G12870,no
1367,AT5G12870,no
1368,AT5G12870,no
1369,AT5G12870,no
1370,AT5G12870,no
1371,AT5G12870,no
1372,AT5G12870,no
1373,AT5G12870,no
1374,AT5G12870,no
1375,AT5G12870,no
1376,AT5G12870,no
1377,AT5G12870,no
1378,AT5G12870,no
1379,AT5G12870,no
1380,AT5G12870,no
1381,AT5G12870,no
1382,AT5G12870,no
1383,AT5G12870,no
1384,AT5G12870,no
1385,AT5G12870,no
1386,AT5G12870,no
1387,AT5G12870,no
1388,AT5G12870,no
1389,AT5G12870,no
1390,AT5G12870,no
1391,AT5G12870,no
1392,AT5G12870,no
1393,AT5G12870,no
1394,AT5G12870,no
1395,AT5G12870,no
1396,AT5G12870,no
